title,id,stage,creation,activity,components,assignee,status,message_count
os.walk is limited by python's recursion limit,26545,None,2016-03-12.00:59:00,2016-06-10.11:56:12,['4'],12260,1,5.0
Add stop_after parameter to setup(),26541,None,2016-03-11.17:56:37,2016-03-11.17:56:37,['3'],None,1,1.0
frozen executables should have an empty path,26539,None,2016-03-11.13:03:41,2019-09-26.01:23:43,['2'],None,1,2.0
"ConfigParser has optionxform, but not sectionxform",26537,None,2016-03-11.06:40:17,2019-03-29.06:50:17,['9'],12704,1,5.0
KeyboardInterrupt while in input() not catchable on Windows 10,26531,None,2016-03-10.16:18:45,2016-03-11.16:14:12,['15'],None,1,9.0
NameError for built in function open when re-raising stored exception from yielded function,26528,None,2016-03-10.12:09:57,2019-04-24.15:22:24,['8'],None,1,8.0
document what config directory is used for,26524,None,2016-03-09.21:06:55,2016-03-09.21:06:55,['4'],12260,1,1.0
Update extending/embedding docs to new way to build modules in C,26515,4,2016-03-09.02:43:41,2020-01-11.12:45:38,['4'],12260,1,3.0
"argparse with required field , not having new line separator in -help dispaly",26503,None,2016-03-07.12:18:16,2016-03-11.00:27:16,['9'],None,1,2.0
"super() does not work in nested functions, genexps, listcomps, and gives misleading exceptions",26495,None,2016-03-06.18:47:20,2020-01-09.18:40:36,['8'],None,1,1.0
Bad formatting in WinError 193 when using subprocess.check_call,26493,3,2016-03-06.16:56:29,2019-05-01.18:28:25,['15'],None,1,14.0
load_verify_locations(cadata) should load AUX ASN.1 to supported trusted certs,26471,3,2016-03-02.12:24:40,2018-02-25.20:24:46,"['5', '33']",3108,1,1.0
shutil.copy2 raises OSError if filesystem doesn't support chmod,26468,4,2016-03-02.09:21:59,2019-09-13.13:43:37,"['4', '9']",12260,1,6.0
datetime.strptime without a year fails on Feb 29,26460,None,2016-02-29.18:02:35,2020-03-03.17:16:20,['9'],None,1,13.0
Windows build instructions are very inaccurate,26459,None,2016-02-29.14:32:02,2016-03-04.20:09:50,"['4', '15']",12260,1,3.0
add support string that are not inherited from PyStringObject,26454,None,2016-02-28.13:06:15,2016-02-28.13:06:15,[],None,1,1.0
CSV documentation doesn't open with an example,26451,None,2016-02-28.03:18:04,2016-02-28.03:18:04,['4'],12260,1,1.0
Tutorial on Python Scopes and Namespaces uses confusing 'read-only' terminology,26449,None,2016-02-27.09:15:41,2016-02-29.09:41:00,['4'],12260,1,6.0
tarfile._FileInFile.seekable is broken in stream mode,26440,4,2016-02-25.16:49:19,2018-07-29.14:30:27,['9'],None,1,4.0
Add partial.kwargs,26432,4,2016-02-25.08:16:04,2016-02-26.18:13:18,['9'],None,1,2.0
'TypeError: object of type 'NoneType' has no len()' in 'splitdrive',26425,None,2016-02-24.10:14:39,2016-02-24.11:51:48,"['3', '15']",None,1,2.0
csv.writer.writerows masks exceptions from __iter__,26407,4,2016-02-22.12:38:53,2020-06-22.08:40:59,['9'],None,1,10.0
Catch FileNotFoundError in socketserver.DatagramRequestHandler,26403,None,2016-02-21.19:28:45,2016-02-22.20:55:30,['9'],None,1,5.0
Have argparse provide ability to require a fallback value be present,26394,2,2016-02-20.16:17:11,2017-05-28.23:58:37,['9'],None,1,11.0
Expand traceback module API to accept just an exception as an argument,26389,4,2016-02-18.22:59:10,2020-10-09.05:57:12,['9'],None,1,18.0
Disabling changing sys.argv[0] with runpy.run_module(...alter_sys=True),26388,None,2016-02-18.22:37:01,2017-02-08.23:30:20,['9'],None,1,11.0
Crash calling sqlite3_close with invalid pointer,26387,2,2016-02-18.17:59:33,2016-03-09.10:43:00,"['5', '9']",15623,1,7.0
Add 'geo' URI scheme (RFC 5870) to urllib.parse.uses_params,26381,3,2016-02-18.12:27:14,2016-02-19.01:37:59,['9'],None,1,2.0
zlib decompress as_bytearray flag,26379,None,2016-02-18.04:08:20,2016-02-20.00:56:51,['5'],None,1,4.0
Tkinter dialogs will not close if root window not packed.,26377,None,2016-02-17.15:07:00,2016-02-22.20:33:50,"['10', '13']",None,1,3.0
Python 2.7.10 and 3.4.4 hang on imaplib.IMAP4_SSL(),26375,2,2016-02-17.13:39:17,2019-05-08.15:23:32,[],None,1,5.0
shelve filename inconsistent between platforms,26370,None,2016-02-16.14:02:05,2016-02-18.18:55:32,['5'],None,1,2.0
Approved API for creating a temporary file path,26362,3,2016-02-15.02:11:11,2017-05-01.23:04:47,['9'],None,1,19.0
mmap.mmap.__iter__ is broken (yields bytes instead of ints),26358,3,2016-02-14.03:37:46,2016-04-29.08:04:31,['5'],None,1,8.0
Occasionally check for Ctrl-C in long-running operations like sum,26351,None,2016-02-12.17:47:32,2016-09-30.14:54:40,['8'],None,1,15.0
Windows: signal doc should state certains signals can't be registered,26350,None,2016-02-12.14:01:43,2017-08-08.17:26:19,[],None,1,4.0
PySequenceMethods documentation missing sq_slice and sq_ass_slice,26346,None,2016-02-12.02:12:33,2016-02-12.04:31:13,['4'],12260,1,3.0
Bypass imghdr module determines the type of image,26337,None,2016-02-11.05:55:17,2016-02-11.11:33:56,['9'],None,1,4.0
"os.path.normpath(""//"") returns //",26329,4,2016-02-10.14:58:05,2020-05-16.23:34:22,['4'],None,1,10.0
_scproxy and Python Launcher fail to build wtih GNU gcc on macOS 10.13+,26317,4,2016-02-09.04:36:24,2020-05-19.08:11:12,"['1', '10']",5248,1,27.0
Solaris 10 build issues,26308,None,2016-02-08.15:07:00,2016-02-11.04:55:47,['1'],None,1,1.0
Shared execution context between doctests in a module,26303,None,2016-02-06.15:54:21,2019-05-06.18:27:22,['4'],24617,1,3.0
"""unpacked"" bytecode",26300,None,2016-02-05.22:17:44,2016-02-06.19:04:53,['8'],None,1,2.0
wsgiref.util FileWrapper raises ValueError: I/O operation on closed file.,26299,None,2016-02-05.18:40:05,2016-02-07.11:21:48,['9'],None,1,1.0
dis module: coroutine opcode documentation clarity,26286,3,2016-02-04.21:08:00,2018-03-22.09:34:33,['4'],16198,1,2.0
Garbage collection of unused input sections from CPython binaries,26285,None,2016-02-04.15:56:28,2016-02-27.16:50:57,['1'],None,1,11.0
ceval: Optimize list[int] (subscript) operation similarly to CPython 2.7,26280,3,2016-02-03.17:02:18,2017-05-26.16:25:22,['8'],None,1,19.0
Allow zipapp to target modules,26277,None,2016-02-03.12:25:04,2016-02-03.17:36:37,['5'],None,1,1.0
Inconsistent behaviour of PEP 3101 formatting between versions,26276,None,2016-02-03.11:39:10,2016-02-03.12:29:20,['8'],None,1,2.0
zipfile should call lstat instead of stat if available,26269,None,2016-02-02.21:44:58,2016-02-27.10:33:42,"['5', '9']",None,1,1.0
Serialize array.array to JSON by default,26263,None,2016-02-01.18:50:39,2016-03-08.18:59:11,['5'],None,1,1.0
Cannot compile with /fp:strict with MSVC,26262,3,2016-02-01.17:50:08,2016-06-13.20:31:54,"['1', '15']",None,1,2.0
tarfile in stream mode always set zlib compression level to 9,26253,None,2016-02-01.00:55:23,2017-08-01.17:03:47,['9'],None,1,6.0
urllib2 initiate irregular call to gethostbyaddr,26236,None,2016-01-29.03:34:45,2016-01-29.03:34:45,"['9', '15']",None,1,1.0
argparse docs: Positional * argument in mutually exclusive group requires a default parameter,26235,None,2016-01-29.00:16:38,2016-01-30.02:42:42,['4'],12260,1,1.0
HTTPResponse.close() should consume all remaining data in body if any,26231,None,2016-01-28.10:43:17,2016-01-28.13:19:55,['9'],None,1,3.0
Make number serialization ES6/V8 compatible,26229,None,2016-01-28.07:25:11,2016-02-02.20:31:58,['5'],None,1,10.0
"pty.spawn hangs on FreeBSD 9.3, 10.x, 12.1",26228,4,2016-01-28.04:04:21,2020-08-21.22:39:58,['9'],None,1,12.0
Windows: socket.gethostbyaddr(name) fails for non-ASCII hostname,26227,2,2016-01-28.00:58:50,2020-03-13.18:28:19,"['14', '15']",None,1,24.0
New misleading wording in execution model documenation,26225,None,2016-01-28.00:01:28,2016-01-30.05:14:19,['4'],12260,1,3.0
run runtktests.py error when test tkinter,26216,None,2016-01-27.13:36:20,2016-01-30.11:03:30,['13'],None,1,3.0
Make GC_Head a compile-time option,26215,None,2016-01-27.11:08:47,2016-02-14.18:32:41,[],None,1,3.0
textwrap should minimize number of breaks in extra long words,26214,None,2016-01-27.08:08:41,2020-09-19.18:57:44,['9'],None,1,5.0
`HTMLParser.handle_data` may be invoked although `HTMLParser.reset` was invoked,26210,None,2016-01-26.21:10:08,2016-01-27.10:11:03,['9'],None,1,7.0
decimal C module's exceptions don't match the Python version,26208,3,2016-01-26.17:46:59,2018-09-06.14:43:47,['9'],11089,1,6.0
Better specify number of nested scopes,26205,4,2016-01-26.02:16:27,2020-07-06.14:42:17,['4'],24617,1,20.0
python3 k1om dissociation permanence: readelf,26193,None,2016-01-24.16:09:57,2016-01-24.16:09:57,['28'],None,1,1.0
multiprocessing.util._afterfork_registry leak in threaded environment,26180,4,2016-01-22.15:24:46,2019-06-14.07:05:58,['9'],None,1,6.0
Fully implement IOBase abstract on SpooledTemporaryFile,26175,4,2016-01-21.21:54:34,2020-05-13.20:16:00,['9'],None,1,8.0
Tutorial incorrectly claims that (explicit) relative imports don't work in the main module,26160,None,2016-01-20.07:02:32,2016-01-28.13:07:32,['4'],12260,1,3.0
Unsafe to BaseEventLoop.set_debug(False) when PYTHONASYNCIODEBUG=1,26159,None,2016-01-19.16:14:58,2016-01-19.16:14:58,['30'],None,1,1.0
File truncate() not defaulting to current position as documented,26158,3,2016-01-19.15:19:44,2016-01-20.04:31:30,"['4', '23']",12260,1,15.0
3.5.1 installer issue on Win 7 32 bit,26155,None,2016-01-19.14:26:47,2016-02-13.00:33:13,"['7', '15']",None,1,6.0
PyImport_GetModuleDict: no module dictionary! when `__del__` triggers a warning,26153,4,2016-01-19.12:14:30,2018-04-19.10:46:04,['8'],None,1,3.0
Ensure that IDLE's stdlib imports are from the stdlib,26143,2,2016-01-18.04:05:50,2020-06-07.22:02:43,['6'],155,1,13.0
[idea] use the Microsoft Antimalware Scan Interface,26137,None,2016-01-17.09:44:11,2016-09-09.19:11:44,"['8', '15']",None,1,19.0
HTTPPasswordMgrWithPriorAuth does not work with DigestAuthentication,26134,2,2016-01-16.23:39:30,2016-01-18.03:09:09,['9'],None,1,3.0
Raise ImportWarning when loader.load_module() is used,26131,2,2016-01-15.21:44:04,2019-08-09.16:50:43,['8'],None,1,7.0
shlex.quote and pipes.quote do not quote shell keywords,26124,4,2016-01-15.13:14:41,2019-05-15.01:34:47,"['4', '9']",12260,1,9.0
pydoc: move __future__ imports out of the DATA block,26120,None,2016-01-15.06:31:39,2016-01-15.06:31:39,['4'],12260,1,1.0
"On Windows, os.scandir will keep a handle on the directory until the iterator is exhausted",26111,None,2016-01-14.18:45:09,2016-01-14.23:13:07,"['4', '15']",12260,1,8.0
ConfigParser.get() doc to be updated according to the configparser.py header doc,26094,3,2016-01-13.00:39:59,2016-01-15.22:49:23,['4'],12260,1,2.0
doctest should allow custom sys.displayhook,26092,None,2016-01-12.18:20:57,2019-05-17.04:40:00,['9'],None,1,6.0
More correct string truncating in PyUnicode_FromFormat(),26090,3,2016-01-12.09:54:14,2016-06-21.07:22:59,['8'],None,1,5.0
Document default tk Text class bindings for tkinter and IDLE,26085,3,2016-01-11.21:12:36,2016-10-25.06:59:21,"['4', '13']",155,1,5.0
pdb fails to access variables closed over,26072,None,2016-01-10.05:16:24,2016-11-22.11:54:13,['9'],None,1,10.0
re.compile() repr end quote truncated,26068,None,2016-01-09.21:18:18,2016-01-12.09:56:19,['11'],None,1,11.0
test_shutil fails when gid name is missing,26067,4,2016-01-09.21:10:35,2020-10-10.09:58:43,['5'],None,1,6.0
Class __dict__ iteration order changing due to type instance key-sharing,26060,None,2016-01-09.12:56:11,2020-09-11.23:13:21,[],None,1,4.0
regression in pdb output between 2.7 and 3.5,26053,4,2016-01-08.23:43:41,2020-09-29.12:21:59,['9'],None,1,4.0
pydoc for __init__ with not docstring,26052,None,2016-01-08.23:30:07,2016-01-09.02:06:10,['4'],12260,1,2.0
Non-data descriptors in pydoc,26051,None,2016-01-08.23:21:48,2016-09-01.00:24:18,['4'],12260,1,1.0
Poor performance when reading large xmlrpc data,26049,4,2016-01-08.13:36:38,2016-05-18.14:01:38,['16'],None,1,16.0
zipfile cannot handle zip files where the archive size for a file does not match actual contents,26038,None,2016-01-07.13:29:43,2016-01-14.18:36:39,['9'],None,1,1.0
distutils default compiler API is incomplete,26033,None,2016-01-07.00:32:48,2016-01-07.00:32:48,['3'],None,1,1.0
Add stat caching option to pathlib,26031,2,2016-01-06.22:41:29,2016-01-07.17:53:55,[],None,1,3.0
Missing signatures operator module,26023,None,2016-01-06.13:07:55,2016-01-06.20:34:38,['9'],None,1,2.0
collections.abc documentation incomplete,26019,None,2016-01-06.02:05:12,2016-01-08.00:46:28,['4'],12260,1,4.0
HTMLParser lacking a few features to reconstruct input exactly,26009,2,2016-01-04.17:35:38,2016-01-08.18:26:03,[],None,1,4.0
Support embedding the standard library in an executable,26007,2,2016-01-04.16:13:13,2020-09-11.23:15:20,['8'],None,1,12.0
Issues with PyEval_InitThreads and PyGILState_Ensure,26003,None,2016-01-03.19:04:26,2016-01-15.21:29:12,['8'],None,1,1.0
doctest terminates when accessing __wrapped__ raises an error,25998,4,2016-01-02.22:30:43,2019-07-13.16:45:13,['12'],None,1,8.0
"Expose a simple ""is IEEE 754"" flag in sys.float_info",25984,None,2015-12-31.20:59:50,2016-01-02.00:11:41,['9'],None,1,1.0
py_compile.compile fails if existing bytecode file is unwritable,25970,None,2015-12-28.22:39:25,2015-12-28.22:39:25,['9'],None,1,1.0
Cannot import modules out of zip file with extended-length path on windows,25968,None,2015-12-28.22:12:42,2015-12-28.22:12:42,"['8', '15']",None,1,1.0
strptime not parsing some timezones,25963,None,2015-12-28.08:32:13,2020-09-11.23:15:47,['4'],12260,1,3.0
Ctrl+C Can't Exit Script with Pool on Windows,25962,None,2015-12-28.07:48:19,2015-12-28.07:48:19,['15'],None,1,1.0
Popen.wait() hangs when called from a signal handler when os.waitpid() does not,25960,None,2015-12-27.10:58:02,2020-02-25.06:06:45,['9'],252,1,11.0
"sockaddr_l2 lacks CID, address type (AF_BLUETOOTH sockets)",25957,None,2015-12-26.19:35:41,2016-01-14.18:29:20,"['5', '9']",None,1,2.0
code_context not available in exec(),25952,None,2015-12-25.16:14:47,2018-09-22.07:30:34,['9'],None,1,1.0
Invalid MIME encoding generated by email.mime (line too long),25948,None,2015-12-25.10:33:43,2015-12-25.10:34:59,"['9', '29']",None,1,1.0
Installation problem,25947,None,2015-12-25.09:42:50,2015-12-26.06:18:23,"['7', '15']",None,1,5.0
configure should pick /usr/bin/g++ automatically if present,25946,None,2015-12-25.04:26:48,2015-12-25.04:26:48,['1'],None,1,1.0
DIfference between utf8 and utf-8 when i define python source code encoding.,25937,4,2015-12-24.03:49:49,2016-02-11.08:16:29,['8'],None,1,16.0
Improve FastChildWatcher with WNOWAIT?,25936,None,2015-12-23.23:58:04,2015-12-26.03:19:19,['30'],None,1,3.0
ICC compiler: ICC treats denormal floating point numbers as 0.0,25934,None,2015-12-23.23:02:23,2016-03-18.16:58:02,"['1', '15']",15467,1,11.0
Unhandled exception (TypeError) with ftplib in function retrbinary/retrlines causes inoperable behavior without crashing,25933,4,2015-12-23.19:38:46,2016-03-08.19:59:37,['9'],None,1,7.0
"add dir_fd for mkstemp, and also maybe to all tempfile.*",25927,3,2015-12-22.19:57:01,2015-12-28.22:57:58,['9'],None,1,4.0
http.client PUT method ignores error responses sent immediatly after headers,25919,4,2015-12-21.20:20:23,2016-01-11.17:19:28,['9'],None,1,13.0
Use __spec__.__name__ instead of __name__ in the docs where appropriate,25912,2,2015-12-19.22:39:00,2020-09-11.23:16:03,['9'],None,1,2.0
ProcessPoolExecutor deadlock on KeyboardInterrupt,25908,None,2015-12-18.19:41:10,2015-12-27.17:11:24,[],None,1,4.0
Worker stall in multiprocessing.Pool,25906,None,2015-12-18.14:40:44,2015-12-18.16:38:09,[],None,1,1.0
unittest ignores the first ctrl-c when it shouldn't,25900,None,2015-12-18.08:48:29,2016-03-14.01:27:23,['9'],None,1,6.0
array.array accepting byte-order codes in format strings,25896,None,2015-12-17.20:18:44,2015-12-17.20:18:44,['5'],None,1,1.0
unittest subTest failure causes result to be omitted from listing,25894,2,2015-12-17.05:49:35,2016-03-15.23:04:23,['9'],None,1,7.0
inspect.getmro() fails when base class lacks __bases__ attribute.,25884,None,2015-12-16.15:31:56,2015-12-16.17:03:24,[],None,1,3.0
argparse help error: arguments created by add_mutually_exclusive_group() are shown outside their parent group created by add_argument_group(),25882,None,2015-12-16.13:14:43,2017-02-26.18:04:42,[],None,1,7.0
A little faster ElementTree serializing,25881,4,2015-12-16.12:51:47,2015-12-17.02:21:43,"['9', '16']",None,1,2.0
u'..'.encode('idna') → UnicodeError: label empty or too long,25880,6,2015-12-16.08:03:52,2015-12-18.19:45:26,['14'],None,1,12.0
"CPython on Windows builds with /W3, not /W4",25878,4,2015-12-16.00:12:35,2020-03-31.23:38:15,"['1', '15']",None,1,24.0
multithreading traceback KeyError when modifying file,25872,4,2015-12-15.17:21:04,2020-05-29.12:17:46,['9'],None,1,7.0
os.stat raises exception when using unicode and no locale is set,25867,3,2015-12-15.08:33:11,2015-12-15.14:33:40,[],None,1,2.0
7.2 Assignment statements documentation is vague and slightly misleading,25865,None,2015-12-15.07:47:24,2015-12-15.10:44:55,['4'],12260,1,3.0
collections.abc.Mapping should include a __reversed__ that raises TypeError,25864,4,2015-12-15.03:38:38,2016-01-04.22:25:00,['9'],None,1,33.0
ISO-2022 seeking forgets state,25863,2,2015-12-15.02:37:24,2016-01-20.02:09:55,"['5', '14', '23']",None,1,4.0
Structure field size/ofs __str__ wrong with large size fields,25858,None,2015-12-14.02:52:09,2015-12-14.03:01:11,['22'],None,1,2.0
Compile error with pytime.h - struct timespec declared inside parameter list,25853,None,2015-12-12.23:09:50,2015-12-14.12:01:08,['1'],None,1,3.0
smtplib's SMTP.connect() should store the server name in ._host for .starttls(),25852,4,2015-12-12.22:59:22,2017-09-07.02:07:21,"['9', '29']",9663,1,5.0
CPython not using Visual Studio code analysis!,25847,3,2015-12-12.05:59:47,2016-08-27.14:48:30,"['1', '15']",None,1,21.0
getpass falls back when sys.stdin is changed,25834,None,2015-12-10.19:01:21,2015-12-10.19:01:21,"['9', '15']",None,1,1.0
"Mixing multiprocessing pool and subprocess may create zombie process, and cause program to hang.",25829,None,2015-12-09.10:04:34,2016-03-29.06:30:49,['5'],None,1,6.0
